AuthorID,Author,Date,Content,Attachments,Reactions
"437618453155938317","tacktor#9598","02-May-22 07:42:50 PM","245","",""
"267230094395703297","Rews_red#9505","02-May-22 07:43:36 PM","246","",""
"437618453155938317","tacktor#9598","02-May-22 07:43:44 PM","247","",""
"267230094395703297","Rews_red#9505","02-May-22 07:44:14 PM","248","",""
"267230094395703297","Rews_red#9505","02-May-22 07:44:19 PM","Wiat","",""
"267230094395703297","Rews_red#9505","02-May-22 07:44:22 PM","Wait","",""
"437618453155938317","tacktor#9598","02-May-22 07:44:30 PM","Yes?","",""
"267230094395703297","Rews_red#9505","02-May-22 07:44:35 PM","Didn't we started at 274","",""
"267230094395703297","Rews_red#9505","02-May-22 07:44:38 PM","💀","",""
"437618453155938317","tacktor#9598","02-May-22 07:45:00 PM","Welp","",""
"437618453155938317","tacktor#9598","02-May-22 07:45:05 PM","275","",""
"267230094395703297","Rews_red#9505","02-May-22 07:45:10 PM","276","",""
"437618453155938317","tacktor#9598","02-May-22 07:45:15 PM","277","",""
"267230094395703297","Rews_red#9505","02-May-22 07:45:27 PM","278","",""
"437618453155938317","tacktor#9598","02-May-22 07:45:39 PM","279","",""
"267230094395703297","Rews_red#9505","02-May-22 07:45:44 PM","280","",""
"437618453155938317","tacktor#9598","02-May-22 07:45:51 PM","281","",""
"267230094395703297","Rews_red#9505","02-May-22 07:46:43 PM","282","",""
"437618453155938317","tacktor#9598","02-May-22 07:46:49 PM","283","",""
"267230094395703297","Rews_red#9505","02-May-22 07:47:06 PM","284","",""
"437618453155938317","tacktor#9598","02-May-22 07:47:13 PM","285","",""
"267230094395703297","Rews_red#9505","02-May-22 07:47:18 PM","286","",""
"437618453155938317","tacktor#9598","02-May-22 07:47:27 PM","287","",""
"267230094395703297","Rews_red#9505","02-May-22 07:47:29 PM","มาตรา 288 ผู้ใดฆ่าผู้อื่น ต้องระวางโทษประหารชีวิต จำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี","",""
"437618453155938317","tacktor#9598","02-May-22 07:48:40 PM","289","",""
"267230094395703297","Rews_red#9505","02-May-22 07:48:56 PM","290","",""
"437618453155938317","tacktor#9598","02-May-22 07:49:04 PM","291","",""
"267230094395703297","Rews_red#9505","02-May-22 07:49:13 PM","292","",""
"437618453155938317","tacktor#9598","02-May-22 07:49:20 PM","293","",""
"267230094395703297","Rews_red#9505","02-May-22 07:49:36 PM","294","",""
"437618453155938317","tacktor#9598","02-May-22 07:49:43 PM","295","",""
"267230094395703297","Rews_red#9505","02-May-22 07:49:55 PM","296","",""
"437618453155938317","tacktor#9598","02-May-22 07:50:04 PM","297","",""
